TweetID,Vertex1,Vertex2,Sentiment1,Date,Tweet
5164,@Keshava54308600,@Airtel_Presence,Negative,03-May-21," @airtelindia @AirtelPresence @VittalGopal  I'm facing very low network in my hometown,Can you please help on this issue on priority, My location details Gollaradimba village, Dinnahalli post office, Kollegal Taluk, Chamarajanagar District, Karnataka state. INDIA 571444"
5165,@sashankpappu, @JioCare,Negative,10-May-21,"Beware of @fiber_jio   offers ... dont get into the trap . They clearly mentioned that 'Static IP' for 5001 plan . But after taking up the plan and paying the full and advance amount , now they claim that its only for IP Cameras. No where its mentioned . #JioFiber #fake"
5166,@Ankit07935980, @JioCare,Negative,10-May-21, @JioCare  bad internet speed....by the name of 4G speed giving 2G speed
5167,@gogoi_ravi, @JioCare,Negative,10-May-21,This is the downloading speed from Jio 4G network @JioCare @reliancejio
5168,@ashish_pimpale, @JioCare,Negative,10-May-21, @reliancejio  itseems your services are down. Jiofiber not working properly.
5169,@121dkm_mishra, @JioCare,Negative,10-May-21,Dear @JioCare   kindly upgrade your nearest JioTower for better connectivity. It's about 0.5Km airway from my home. Just do it...PIN 841503 Mob 8340144402
5170,@sumanjha516, @JioCare,Negative,10-May-21,Unable to access multiple sites. please help fix. @aajtak @ndtvindia @ANI @WIONews
5171,@piyushgupta3aug, @JioCare,Negative,10-May-21,"Internet not working from last 4 days in my area , continuously facing problem. It is difficult for us to work from home. Already raise this issue to customer care service but problem not resolved till now. Pls help and resolve the problem Asap. @JioCare"
5172,@staribo, @JioCare,Negative,10-May-21,"Hey @JioCare , why there's no signal in my phone..??"
5173,@rajeev__99, @JioCare,Negative,10-May-21," @reliancejio @JioCare  Need to port from your service. As your 4G works as 2G at our location. Complaints several time but no action taken since more than six months.
"
5174,@Memeorial69, @JioCare,Negative,10-May-21, @JioCare  i have recharged my phone yesterday but even now when i try to call it says please recharge to call. Kindly do something.
5175,@Pratyus31822833, @JioCare,Neutral,10-May-21," @JioCare  hi, i have been trying to get jio fiber internet connection from past 1 year in my area Nuapada, Cuttack, Odisha. Even my adjacent areas have already been provided with the connection but i am not. Kindly help me out with some response and i urge you to look forward."
5176,@kjhabak, @JioCare,Neutral,10-May-21, @JioCare  I have postpaid family connection. Do I get jio saavn pro complimentary or do I need to pay for it?  If it's free how to get access to it?
5177,@rohitk710, @JioCare,Negative,12-May-21,Can I port a Jio prepaid eSim to Airtel prepaid eSim without stepping out of my house? @airtelindia @Airtel_Presence @airtelnews
5178,@Shu588799, @JioCare,Negative,12-May-21, @reliancejio  sir why we pay 599  9315199233 why  pay u 599 for this speed of internet had raise a complaint too but u people don't give a shitt about it very bad service I think I need to port now u just want money from us not provide the service of  minimum.worst network now
5179,@akshaygarg92,@excitel_rocks,Negative,12-May-21,Ticket No: 5728936 #PatheticService #PatheticInternetSpeed @excitel_rocks   Finally after so many months I'm checking your competition plans and speed reviews for switch @reliancejio @airtelindia I'm using your 60mbps plan and getting speed of 7mbps..
5180,@SiddheshMulay, @JioCare,Neutral,12-May-21,Hello can I get Jiofi in Pune City area as it is showing out of stock since many days... Please let me know in case of any leads..@JioCare @reliancejio
5181,@bhanukunde, @JioCare,Negative,12-May-21, @JioCare  we again facing issue with connecting to VPN network through Jio dongle. I am currently working from Mangalore. Please look into this ASAP
5182,@jsbajaj85,@Airtel_Presence,Positive,12-May-21,Hii @airtelindia @Airtel_Presence Is there any exchange offer which provide the airtel hotspot by exchange the old 4g jiofi ?? If no then launch a scheme ASAP. You network is improving and people want to switch from jio to airtel.
5183,@FaBb_Anit, @JioCare,Negative,12-May-21, #reliancejio @reliancejio  worst ever experience with you guys very poor coverage of network also and still no jio fiber available ! Jamshedpur is big. You are still not available. @reliancejio @reliancegroup
5184,@KUMUDRAI10, @JioCare,Negative,12-May-21, @JioCare  My phone internet stop working since last two days and very shameful that there are no support.
5185,@ayazrazakhan6, @JioCare,Negative,12-May-21," @JioCare @reliancejio From past two weeks in my network bar there is showing ""+"" sign. My internet speed is also seems to be slow.
"
5186,@smolmin24, @JioCare,Negative,12-May-21, @JioCare  Your network is shitty every 5 days in a week.
5187,@Anindra00976676, @JioCare,Negative,12-May-21," @jiocare  See my #JioFiber speed. I've subscribed to Rs 999, 150mbps plan, why am I getting just 100mbps?"
5188,@Prakash01440981, @JioCare,Neutral,12-May-21, @JioCare  is jio fibre connection available in  katihar ?? Pin code -854105  Kindly inform me immediately I want jio fibre connection
5189,@r_k_l, @JioCare,Negative,12-May-21, @JioCare @reliancejio  Internet service down. Kids need to attend classes on lines. Help!!
5190,@Uttam61, @JioCare,Neutral,12-May-21, @reliancejio @fiber_jio @reliancejio @JioCare Need Jio Fiber connection in Ghorabandha-Jamshedpur (Jharkhand) PIN-831004..Trying since last 2 year but did not get any success...pls help to get the connection..F192
5191,@Sudip21184764, @JioCare,Negative,12-May-21, @reliancejio  jifiber outage at Kandivali Lokhandwala area for a long time. When it will be fixed?
5192,@Sujansmarty1, @JioCare,Negative,12-May-21, @JioCare  Hello Jio.. For the past 1 Year I've been Facing Severe Network Problem From @reliancejio !! Every Evening the network is Dropping to the least Performance and its irritating to the Core(Morning there is no Issues)... Can You Sort out this Issue?
5193,@meetbrahm88, @JioCare,Negative,12-May-21,What the hell @reliancejio @JioCare @RelJio4g  now you people are calling and asking us to make the payment ?? How pathetic ?? Is this number actually from Jio ?
5194,@praritsrivastav, @JioCare,Negative,12-May-21, @JioCare  after installation Internet is not working and your technician is Also not responding our calls please do something ... professionals are working remotely the only thing which we need is the good internet. Registered no 9718600522
5195,@jitusingh431, @JioCare,Negative,12-May-21, @JioCare  recharge done however not reflecting
5196,@vishutux,@Airtel_Presence,Negative,12-May-21," Airtel Support @Airtel_Presence, do you really care. How many days passed my number not working, I did all your formalities (visited store physically) still you people are not supporting."
5197,@MaheshMandagiri,@Airtel_Presence,Negative,12-May-21,"we are receiving poor quality network from @airtelindia such a worst experience. We are not unable to use your network properly because of slow internet we are already raised complaint so many times but we didn't get any proper response from 
@airtelindia @Airtel_Presence"
5198,@MrAaryaYt,@Airtel_Presence,Negative,12-May-21," @airtelindia  you have to take it seriously I'm also in the same area and facing the same issue such poor quality network. why you're not taking it seriously. If you're not taking it seriously we are ready to move to another network @JioCare  
@ViCustomerCare"
5199,@Abhishe67251547, @JioCare,Negative,12-May-21, @JioCare @reliancejio  sales executive are so unprofessional.... Don't receive call after calling multiple times... Don't install fiber... I m very disappointed with jio service
5200,@DineshkumarNan7, @JioCare,Negative,12-May-21, @JioCare  We were getting no help to change the Jio remote for our prepaid number please assit
5201,@sachinjaisagra, @JioCare,Neutral,12-May-21," @JioCare  How long does it take to make a connection after booking Jio Fiber Your engineer told me that it will take at least 4 days, I am ready to make a booking today even though my connection is made the next 24 hours..."
5202,@Aviero521985, @JioCare,Neutral,12-May-21, I need a fiber connection at 138 Keshab Chandra Sen Street Kolkata 700009. The nearest fiber box is at a distance of 200 metres. Kimdly try to fulfil my need @reliancejio @JioCare #fiberconnection #need
5203,TiwaryAnant, @JioCare,Neutral,12-May-21,"Network issue in my village (Koldih,Deoghar,Jharkhand) where natives are unable to connect to work offices. Request you to please intervene and provide the network at below coordinates:"
5204,@Manishraini,@Airtel_Presence,Negative,12-May-21, @airtelindia Really sometimes I feel your services are bad or worst.. Recharging a mobile no. by your Airtel Thank App. Transaction success or Transaction Failed.. There are no history found of any recharge.. Customer service provider don't have any satisfied response.
5205,@TodayIsABigDea1, @JioCare,Negative,12-May-21, @JioCare @reliancejio  is this a standard reply everytime? When I made this complaint few months back i received the same reply. Is this your service. I am not able to send even whatsapp messages. If its going to take that long kindly return my money and i will port to others.
5206,@yatishjoshi, @JioCare,Negative,12-May-21," @JioCare @reliancejio  you are taking too much time to deliver SIM. UPC code is expired and still you are saying our team will contact you. If you are not interested or not able to port, let me know."
5207,@Amar_twittes, @JioCare,Negative,12-May-21, @reliancejio @JioCare @PMOIndia Recharging a 4G recharge for better internet speed. Taken WFH pack. Still struggling from 7-8 min to open outlook.
5208,@ReddyRavikanthh, @JioCare,Neutral,12-May-21," @JioCare Hello! I have done a recharge. My amount got deducted from PayTM, but not reflecting. Screenshot attached.A210"
5209,@Piyushmm96, @JioCare,Negative,12-May-21, @JioCare  no response was given on Whatsapp support and MyJio Chat support. I have been having trouble with my Internet connection from today's morning and it has not been resolved yet. The router is blinking Red Light for the last 8 hours but no resolution till now.F211 
5210,@Harshal_Tank, @JioCare,Negative,12-May-21,So @reliancejio  just went flat out. Apparently some issues are being resolved. No update or warnings shared with customers. This is pathetic. @JioCare #JioFiber
5211,@PradeepBhakar4, @JioCare,Negative,12-May-21,Now @JioCare  has the  slowest internet speed in our locality. Can't make a call if we are inside home. Time to switch to @Airtel_Presence
5212,@Fayaaz_Dar, @JioCare,Negative,12-May-21,"I'm looking to move out of @JioCare  because of pathetic network connectivity n data issue. Voice break issues during call, even call don't connect, at (192306) Rajpora #Pulwama - J&K. Thanks for services so far but now I think it's over."
5213,@Basulaksh, @JioCare,Neutral,12-May-21,"Dear @JioCare @fiber_jio  I have already shared all my contact details in you website for new connection, till no one contacted, need your urgent support to install a new connection in Mysuru, I will share contact details in DM if required...!"
5214,@SanSha1024,@Airtel_Presence,Negative,12-May-21,"Dear @airtelindia @Airtel_Presence  , how pathetic can your network be at times. I have had multiple network drops throughout the day today and yesterday.. Can this be checked please? If not, then hello @reliancejio  how u doin?"
5215,@amrit_satsangi,@ViCustomerCare,Negative,12-May-21, @reliancejio @JioCare and  @airtelindia @Airtel_Presence  please let me the know the process of porting my number from @vodafone  to your network.
5216,@Karan10169000, @JioCare,Negative,12-May-21," @JioCare @reliancejio @reliancegroup  I am using jio fibre and recharged for 999(plan for prime video) but not able to access prime video ,and not getting help from customer care. If you can't give us prime video access then why charging more  Customer id 35507450."
5217,@HangsingLhing, @JioCare,Negative,12-May-21," @JioCare
 Jio network is so slow right now please look into it."
5218,@Drshekhar72,@ViCustomerCare,Negative,12-May-21,It's our 4g network Giganet Vi is tha poorest network more then 5 to 6 tim complain for network issue intrnet isu  But prob not solve.Pensive face Next options is PORT out @ViCustomerCare @TRAI @Airtel_Presence @reliancejio
5219,@senguptaantara, @JioCare,Negative,12-May-21, @JioCare I have been waiting for a while now. My work suffers because internet is extremely poor. I have to use my phone's hotspot and that is better than my supposedly 100 mbps JioFiber! Kindly look into it at the earliest...
5220,@souviksaha20, @JioCare,Negative,12-May-21, @JioCare  I did my recharge of 555 in my JioNumber. Paid with my UPI . Amount got deducted and there is no update in JioApp also none of the customer support numbers direct to any executive. Really disappointed
5221,@goswami__abhi, @JioCare,Negative,12-May-21, @reliancejio @JioCare Service getting worse day by day.
5222,@AjitNayak44, @JioCare,Negative,12-May-21, @JioCare @reliancejio  My JioFiber disconnected again & again since last 3-4days. Please check and fix the issue. DM you details.F221
5223,@BhagatSingh_07, @JioCare,Negative,12-May-21, Hey  I want to port  number  @reliancejio  to  @airtelindia  How to do it without leaving the house during this pandemic?? Pls assist.
5224,@setadhruv,@GTPL_Hathway ,Negative,12-May-21, @CareGtpl  @GTPL_Hathway your network is down again. It keeps happening again and again. And if your network not working why don't you extend my plan for that many days.
5225,@setadhruv, @JioCare,Negative,12-May-21, The reason why I need broadband connectivity this much is my @reliancejio connectivity is unusable. They're trying hard for past 2 years to provide good connection. Not sure why Mota bhai hates me this much.
5226,@Himanshurohill9, @JioCare,Neutral,12-May-21," @JioCare @reliancejio Please don't tell me everyday that my recharge is expired for my no 8077727761, I know it when I'll have some money I'll get it recharge Winking face Daily message irritates a little."
5227,@Anoorup1, @JioCare,Negative,12-May-21, @reliancejio  Worst experience of a lifetime with JIO Fiber. Most unprofessional people placed to handle customers. Following up with Jio Team to pick up my JIO router and it is been postponed for many days. No service support available to customers. Don't take JIO Fiber.
5228,@7ae50c90442b47f, @JioCare,Negative,12-May-21," @reliancejio @JioCare The jio network is very poor. A new tower was announced to be built here one year back.. They have built the tower long back but they didn't start the services. Address : Village Mand, District Mandla, Madhya Pradesh, 481998  Kindly look into it..F230"
5229,@apanda73729, @JioCare,Negative,12-May-21,"You can switch from  @reliancejio  to @airtelindia  or vica versa, but one thing is sure, you will continue to struggle and suffer to even make a call. Watching a movie movie Flushed faceFlushed faceFlushed face jaut forget it. Video cl with family Flushed faceFlushed face in your dreams."
5230,@mdskbara, @JioCare,Negative,12-May-21, @JioCare @reliancejio  Speed is going down facing worst experienced speed data in my area Pincode 232325
5231,@csetanmayjain, @JioCare,Negative,12-May-21," @JioCare  Hi, From the last four to five days, the speed of Jio fiber was very slow. Can someone from your team please check the issue? Thanks"
5232,@hirenchauhan456,@ViCustomerCare,Negative,12-May-21, @ViCustomerCare  still same issue of network and slow internet. 3months are gone Thirdclass services  I m porting out  @Airtel_Presence  @JioCare @DoT_India  @BSNL_GJ
5233,@Devpatel_261101, @JioCare,Positive,12-May-21, @reliancejio  Thanks for support my problem is now fix. Thanks you so much. Best service ever.
5234,@VictorGautam, @JioCare,Negative,12-May-21," @reliancejio @airtelindia I am having both of connection  Both are taking money from us for 4g but if any one living in village they will give speed like 2g @rsprasad
 
@VodaIdea_NEWS"
5235,@imaashish07, @JioCare,Negative,12-May-21,I am paying about 15/-rupees per day. Your sevice is always break down sometime for 4 days or 3 days. Why when No service no pay Either Return my recharge amount ASAP. Or I will sue on your company. #shameonJIO #boycottJIO
5236,@NaaTweetNaIstam, @JioCare,Negative,12-May-21, @JioCare @reliancejio  Why can't we make calls if recharged with Top up after the unlimited balance is over???  People in villages don't use internet so why do they have to recharge with higher denominations???
5237,@Manish_2089,@Airtel_Presence,Negative,12-May-21, @reliancejio  I want to port out of  @airtelindia  I will share detail for same AM399218. Please reach out to me . These lazy b******** at @Airtel_Presence  don’t care to call you for grievances .
5238,@tweeter_aj, @JioCare,Neutral,12-May-21,"Request @JioCare @reliancejio  to please contact me for connection in Bharuch, Gujarat. My no. is 9910002546"
5239,@harshit33675063, @JioCare,Negative,10-May-21, @JioCare  as I have Jio Pnt I can’t make any call from it as it always telling wrong number to every number and I had prefix the 0 also but can’t make call again
5240,@Manp573, @JioCare,Neutral,12-May-21,"I want to opt for the fiber internet in my town Tohana, Haryana - 125120. There are many people like me who want the fiber internet but waiting for you guys . So, which one of you are launching it here first? @airtelindia @reliancejio @Airtel_Presence @JioCare @netplusofficial"
5241,@ankit77564, @JioCare,Negative,12-May-21,"Jio customers are facing the problem of weak network and very low speed of internet from 7-8 days in my area. I have to tweet this by using another Operator's Internet. Worst network i have ever seen yet. Address- Sri krishna road, Munger, bihar, 811201 @JioCare
 
@reliancejio"
